Muchinga  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Muchinga  Friday
19:30  -  19:44,135085536,Muchinga,Chinsali,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,135085536,Muchinga,Chinsali,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,135085536,Muchinga,Chinsali,Urban,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:30  -  14:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,135137676,Muchinga,Chinsali,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:45  -  8:59,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,12:15  -  12:29,13:15  -  13:29,13:30  -  13:44,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:15  -  15:29,16:00  -  16:14,16:30  -  16:44,16:45  -  16:59,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:15  -  18:29,18:30  -  18:44,19:00  -  19:14,19:30  -  19:44,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
