Lyambai  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Lyambai  Yesterday
23:30  -  23:44,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:45  -  22:59,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
23:15  -  23:29,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
23:45  -  23:59,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:15  -  22:29,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134994319,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134994321,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134995123,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"13:00  -  13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134995124,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"12:30  -  12:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,134995127,Western,Mongu,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"10:30  -  10:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,135000207,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:00  -  9:14,12:00  -  12:14,12:30  -  12:44,19:00  -  19:14,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,135000207,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:00  -  9:14,12:00  -  12:14,12:30  -  12:44,19:00  -  19:14,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135000207,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:00  -  9:14,12:00  -  12:14,12:30  -  12:44,19:00  -  19:14,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135000207,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:00  -  9:14,12:00  -  12:14,12:30  -  12:44,19:00  -  19:14,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135000207,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:00  -  9:14,12:00  -  12:14,12:30  -  12:44,19:00  -  19:14,19:30  -  19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135000208,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"18:00  -  18:14,19:00  -  19:14,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135000208,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"18:00  -  18:14,19:00  -  19:14,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135000208,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"18:00  -  18:14,19:00  -  19:14,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135000208,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"18:00  -  18:14,19:00  -  19:14,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135000209,Western,Mongu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24,"21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135000211,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135000211,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135000211,Western,Mongu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:45  -  19:59,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,135000212,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"12:00  -  12:14,12:15  -  12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135000212,Western,Mongu,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"12:00  -  12:14,12:15  -  12:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:30  -  5:44,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:45  -  8:59,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:00  -  5:14,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:45  -  5:59,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135035503,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:30  -  6:44,8:00  -  8:14,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:30  -  15:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,135086132,Western,Kalabo,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:45  -  17:59,18:45  -  18:59,19:00  -  19:14,19:30  -  19:44,20:00  -  20:14,20:30  -  20:44,21:15  -  21:29,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
