SbjNum,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Billboards make the environment look colourful,I trust a brand/product that is advertised on a billboard,I’m more likely to buy a brand/product that is advertised on a billboard,I find brand/product information on a billboard useful,Billboards too close to each other make the environment look cluttered or messy,I remember the billboard adverts when I see the product/brand on the shelf in a store
60600028,Past 4 Weeks,Past 3 months,Past 4 Weeks,Past 7 Days,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Telefonika,Can't remember,can't remember,hai,can't remember,can't remember,Madison insurance,kung fu energy drink,go tv,top star (decorder),Airtel soche,keep Lusaka clean,appy apple drink,can't remember,can't remember,Vaseline,can't remember,zanaco mobile app,Agree,Agree,Agree,Agree,DK (DON’T READ),Agree
60600214,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,our president,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60600380,Past 7 Days,Not seen,Longer Ago,Past 4 Weeks,Not seen,Past 7 Days,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Past 4 Weeks,Longer Ago,Not seen,Longer Ago,Yesterday,Longer Ago,I can't remember,,I can't remember,I can't remember,,pep promotion advert,bus fares,I can't remember,,overnight poster,,I have forgotten,I don't know,I can't remember,,I have forgotten,I don't know,I can't remember,Agree,Agree,Agree,Agree,Disagree,Agree
60600483,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,Zanaco Xpress,,,Mtn spaka,,,,Jonda the Tiger,Colorite original Praint.,,,,Airtel money,,,,,Zamtel Ambitious Divas,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree
60600600,Yesterday,Yesterday,Yesterday,Past 3 months,Past 7 Days,Past 3 months,Yesterday,Yesterday,Longer Ago,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Past 3 months,Not seen,Longer Ago,Longer Ago,Yesterday,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,Agree,Agree,Agree,Agree,Disagree,Agree
60600703,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel,airtel,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
60600876,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,about the branding of the phones,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
60600992,Yesterday,Yesterday,Longer Ago,Yesterday,Longer Ago,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Yesterday,Shoprite,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60601247,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Past 7 Days,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,,,,,,,,,Apple max,,,kitwe city counsell,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60601393,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
60601394,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60601395,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,,,cant remember,Zamtel branded vehicle,,,cant remember,,,cant remember,,,cant remember,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60601396,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Disagree,Agree,Agree,Agree
60601397,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,Branded vehicle. cant remember exactly what brand.,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60601398,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60601399,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60601601,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Longer Ago,Past 7 Days,Not seen,Not seen,top star,can't remember,can't remember,kung fu energy drink,can't remember,can't remember,go tv,Airtel mobile money,Zamtel,hai,mtn 4g,keep Lusaka clean,Vaseline,can't remember,can't remember,just drink,,,Agree,Agree,Agree,Agree,Strongly Disagree,Agree
60601635,Past 4 Weeks,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Yesterday,Longer Ago,Yesterday,Longer Ago,Yesterday,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,zambeef,,,I can't remember,,,,God is able,forgotten,musical concert  and freezits,stop,keep Zambia clean,,Mufulira Secondary school,,,,,Agree,Disagree,Agree,Agree,Agree,Agree
60601686,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I saw a man holding a hoe,I saw a gold standing with a bucket,,,,,,,,invitation  to  attend a church  program,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree
60601687,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I don't remember,I don't  remember,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Disagree,Agree
60601857,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 7 Days,Not seen,Past 7 Days,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Past 7 Days,Intel advertisements,,,,,,,,,,,kitwe city counsell,,,,pick n pay,,various advertisements,Agree,Agree,Agree,Disagree,Agree,Strongly Agree
60602111,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,moyer,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
60602198,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Zambeef,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
60602199,Yesterday,Longer Ago,Longer Ago,Yesterday,Longer Ago,Not seen,Past 4 Weeks,Yesterday,Past 7 Days,Not seen,Not seen,Yesterday,Yesterday,Not seen,Longer Ago,Longer Ago,Longer Ago,Not seen,,,,Miracle God,,,God be with us,,,,,At Restaurant,Welcome,,,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60602219,Yesterday,Yesterday,Past 3 months,Yesterday,Longer Ago,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Yesterday,Healthy tips,,wusakile school hall,,,,,,,,,,,,,,,lotto,Agree,Agree,Agree,Agree,Agree,Agree
60602793,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel,I can't remember,,,,,,,,overnight  prayer  meetings,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60602799,Yesterday,Yesterday,Not seen,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Past 3 months,Not seen,Yesterday,ecm,no,,pepsi,no,pesps,pepsi,pepsi,melinda,acc,no,no,tobacco,,,no,,hugre lion,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60602800,Yesterday,Longer Ago,Longer Ago,Past 3 months,Not seen,Longer Ago,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Longer Ago,Past 4 Weeks,Yesterday,Not seen,Past 3 months,Longer Ago,Yesterday,shakashaka,vocano,no,Amazon roll,,Amazon roll,kazzage,pastor,shakensip,ecz,fire bridget,no,amazon,no,,no,no,pep stores,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
60602801,Yesterday,Past 4 Weeks,Past 3 months,Past 3 months,Not seen,Longer Ago,Longer Ago,Longer Ago,Yesterday,Yesterday,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,topstar,not sure,no,castle rite,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
60602802,Past 4 Weeks,Longer Ago,Not seen,Past 4 Weeks,Past 3 months,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 3 months,Longer Ago,Past 7 Days,Past 3 months,Past 3 months,Not seen,Not seen,Not seen,Not seen,Yesterday,kunfu energe,no,,no,no,no,mtn,nike,,,,,,,,,,mosi,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
60602803,Past 4 Weeks,Longer Ago,Past 7 Days,Past 7 Days,Not seen,Past 3 months,Past 3 months,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 3 months,Longer Ago,Yesterday,Past 4 Weeks,Past 3 months,Past 4 Weeks,Longer Ago,Past 4 Weeks,energy kunfu,ect,no,go,,mtn,gotv,topstar,dstv,no,no,no,no,no,no,no,no,nike,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree
60602804,Yesterday,Past 4 Weeks,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 4 Weeks,Past 3 months,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Not seen,Not seen,Not seen,totol,no,,,,,,,,,,,,,no,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
60602805,Yesterday,Longer Ago,Past 3 months,Longer Ago,Not seen,Longer Ago,Longer Ago,Yesterday,Past 3 months,Past 3 months,Past 3 months,Past 3 months,Past 3 months,Past 3 months,Not seen,Longer Ago,Past 3 months,Past 4 Weeks,picknpay,no,no,no,,no,mtn,gotv,gotv,noble gas,no,no,no,no,,no,no,kungfu drink,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
60603035,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel,mtn,,,,,,,kankoyo breweries,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
60603366,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,moyer,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
60603515,Yesterday,Not seen,Not seen,Yesterday,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Past 7 Days,yes,,,yes,no,,,yes,,,,,,yes,,,,yes,Agree,Agree,Agree,Disagree,Disagree,Agree
60603893,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,mtn,dstv,dstv,airtel,,,mtn,,,mtn,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
60604174,Yesterday,Not seen,Past 7 Days,Yesterday,Not seen,Not seen,Not seen,Past 7 Days,Longer Ago,Yesterday,Not seen,Past 7 Days,Past 7 Days,Yesterday,Not seen,Longer Ago,Past 3 months,Past 7 Days,I can't remember,,I don't know,patriotic front campaign's,,,,Christian Academy,patriotic front posters,patriotic front posters,,keep Zambia clean,aquavita,rest room,,I don't know,real love club night,I can't remember,Agree,Disagree,Agree,Agree,Agree,Agree
60605690,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert for hair extensions,advertising  a guest  house,,,,,,,,invitation for a crusade,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60605691,Past 7 Days,Past 7 Days,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I saw Zambian Presidents,promotions for shoprite,I saw it in kitwe at a contraction site,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree
60605819,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Not seen,Yesterday,Lotto,,,,,,,,,,,,,,,,,Shoprite,Agree,Agree,Agree,Agree,Agree,Agree
60605947,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Longer Ago,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Not seen,Past 7 Days,Past 4 Weeks,Past 7 Days,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,Agree,Agree,Agree,Agree,Disagree,Agree
60606204,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Past 7 Days,Yesterday,Not seen,Not seen,Yesterday,Not seen,Yesterday,atlas mara,,,,,,,,grape max,,,,,,,pick n pay,,airtel,Agree,Disagree,Agree,Agree,Agree,Strongly Agree
60606205,Yesterday,Yesterday,Not seen,Past 4 Weeks,Not seen,Past 3 months,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Longer Ago,Yesterday,Not seen,Not seen,Yesterday,Not seen,Past 7 Days,atlas mara,samfuel,,cereals bakery,,,,,Apple max,church crusades,,Sherwood green,Coca-Cola company,,,SGC,,Coca-Cola,Agree,Agree,Agree,Agree,Agree,Agree
60606294,Yesterday,Yesterday,Past 7 Days,Yesterday,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Not seen,Past 7 Days,Past 7 Days,Yesterday,can't remember exactly,I can't remember,I can't remember saw it on t.v.,I can't remember,don't know,mtn matebeto,I can't remember,likili motorways,bus fares and their destinations,houses for rent,I can't remember,cholera sensitization,promotion for pep,I can't remember,,shoprite,sky city,shoprite,Disagree,Agree,Agree,Agree,Agree,Agree
60606891,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60606892,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60606893,Past 7 Days,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,cement,mtn mobile,keep Zambia clean,,,,,,,,,,,,,,,,Agree,Disagree,Strongly Disagree,DK (DON’T READ),Disagree,DK (DON’T READ)
60606894,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,DK (DON’T READ)
60606895,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,shoperite advert,airtel,,,,,,food,,,,,,,,,,,Agree,Disagree,Agree,Disagree,Disagree,DK (DON’T READ)
60606896,Yesterday,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advertising about blocks,airtel,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607037,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I don't remember,I have forgotten,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Strongly Disagree,Agree
60607295,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607296,Yesterday,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zamefa,,,castle,,,,,,,,Zanaco,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree
60607297,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,go TV,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607298,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607299,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,network mtn and airtel,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607300,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
60607363,Longer Ago,Not seen,Longer Ago,Past 3 months,Not seen,Not seen,Past 3 months,Longer Ago,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Not seen,cocacola,,can't remember,mtn,,,mtn,monginis biscuits,airtel,airtel,can't,meme water,cocacola,cream biscuits,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree
60607364,Past 3 months,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Not seen,Longer Ago,Not seen,Past 3 months,Longer Ago,Not seen,Not seen,Not seen,Not seen,coral paints,,,manzi,,dreams,dreams,dreams,dreams,,can't remember,,chiko biscuits,chiko biscuits,,,,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree
60607365,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Past 3 months,Not seen,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,chiko,,,boom,,,,boom,can't remember,fam biscuits,,keep mazabuka clean,airtel,can't remember,,,,,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree
60607366,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Past 3 months,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zsic insurance,,,,,,,pf,can't remember,pf,,can't remember,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree
60607482,Yesterday,Yesterday,Past 3 months,Yesterday,Longer Ago,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Not seen,Longer Ago,Yesterday,Not seen,Yesterday,DSTV,,,,,,,,,,,,,,,,,Shoprite,Agree,Agree,Agree,Agree,Agree,Agree
60607751,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607752,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607753,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,MTN,,,,,,Agree,Agree,Agree,Strongly Agree,Agree,Agree
60607754,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60607755,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60608386,Yesterday,Yesterday,Longer Ago,Longer Ago,Past 4 Weeks,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,roofing sheets,bufforment,shopright,I don't remember,I don't remember,,I don't remember,I don't remember,Apple max drinks,I don't remember,,keep Zambia clean,I don't remember,,,,,the beauty pargent,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
60608388,Yesterday,Longer Ago,Longer Ago,Yesterday,Not seen,Longer Ago,Yesterday,Longer Ago,Not seen,Not seen,Not seen,Past 4 Weeks,Yesterday,Not seen,Not seen,Longer Ago,Not seen,Yesterday,drinks adverts,i cant remember,i dont remembers,i dont remember,,I don't remember,I don't remember,I don't remember,,,,I don't remember,I don't remember,,,Shoprite,,I don't remember,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree
60608389,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Longer Ago,Yesterday,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Longer Ago,Not seen,Not seen,man and airtel,I don't remember,Shoprite,clothes,I don't remember,I don't remember,I don't remember,clothes,,,,,sweets,,,Shoprite,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
