SbjNum,Bank Ever used,Other Banks Ever used,Banks Currently Used,Bank Most Often Used,AB Bank Zambia Limited,Access Bank Zambia Limited,BancABC Zambia Limited,Bank of China (Zambia) Limited,Barclays Bank Zambia Plc,Cavmont Bank,Citibank Zambia Limited,Ecobank Zambia Limited,Finance Bank Zambia Limited,First Alliance Bank Zambia Limited,First National Bank of Zambia Limted (FNB),Indo-Zambia Bank Limited,Intermarket Bank,International Commercial Bank,Investrust Bank Plc,Stanbic Bank Zambia Limited,Standard Chartered Bank Zambia Plc,United Bank for Africa Zambia Limited,ZANACO (Zambia National Commercial Bank Plc),Bank of Zambia,{0},None
60585285,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60585286,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60585748,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60585802,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60586416,Other (specify),Finca,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60587835,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60587836,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Very satisfied,,,,,,
60587930,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60588021,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588022,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588023,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588024,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60588025,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588026,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588027,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60588153,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Very satisfied,,,,,,
60588154,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588155,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,Satisfied,,,,,,,,,,,,,,Very satisfied,,,
60588156,"BancABC Zambia Limited,Investrust Bank Plc", ,"BancABC Zambia Limited,Investrust Bank Plc",Investrust Bank Plc,,,Very satisfied,,,,,,,,,,,,Satisfied,,,,,,,
60588157,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588158,Investrust Bank Plc, ,Investrust Bank Plc,Investrust Bank Plc,,,,,,,,,,,,,,,Very satisfied,,,,,,,
60588159,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588160,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60588161,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,Neither satisfied or dissatisfied,,,
60588162,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588163,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60588167,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60588168,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588169,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Satisfied,,,,,,
60588170,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60588790,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60588791,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588792,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588793,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588794,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588795,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60588796,Ecobank Zambia Limited, ,Ecobank Zambia Limited,Ecobank Zambia Limited,,,,,,,,Neither satisfied or dissatisfied,,,,,,,,,,,,,,
60588797,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60595421,AB Bank Zambia Limited, ,AB Bank Zambia Limited,AB Bank Zambia Limited,Satisfied,,,,,,,,,,,,,,,,,,,,,
60595422,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60595423,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60595424,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60595425,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60595426,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60595927,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60595928,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc),Other (specify)",Natsave,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc),{0}",{0},,,,,,,,,,,Very satisfied,,,,,,,,Satisfied,,Satisfied,
60595929,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60595930,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Neither satisfied or dissatisfied,,,,,,,,,,Satisfied,,,
60595931,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60596170,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60596171,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60596986,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60597315,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60597711,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60597809,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60598338,"First National Bank of Zambia Limted (FNB),Stanbic Bank Zambia Limited", ,"First National Bank of Zambia Limted (FNB),Stanbic Bank Zambia Limited",Stanbic Bank Zambia Limited,,,,,,,,,,,Very satisfied,,,,,Very satisfied,,,,,,
60598428,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60598577,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60598761,Other (specify),used zanaco to pay for school fees,{0},{0},,,,,,,,,,,,,,,,,,,,,Satisfied,
60598987,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60599173,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60599271,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60599272,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60599944,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600028,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600214,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600380,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600483,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)",Barclays Bank Zambia Plc,,,,,Very satisfied,,,,,,,,,,,,,,Very satisfied,,,
60600600,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600703,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600876,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60600992,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601247,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601393,"ZANACO (Zambia National Commercial Bank Plc),Other (specify)",Atlas Mara,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,Satisfied,
60601394,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,Satisfied,,,,,,,,,,Satisfied,,,
60601395,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60601396,Other (specify),ZAMBIA NATIONAL BUILDING SOCIETY,{0},{0},,,,,,,,,,,,,,,,,,,,,Dissatisfied,
60601397,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60601398,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601399,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601601,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601635,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60601686,Barclays Bank Zambia Plc, ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,,,,,,,
60601687,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60601857,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60602111,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602198,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,Finance Bank Zambia Limited,Finance Bank Zambia Limited,,,,,,,,,Very satisfied,,,,,,,,,,Satisfied,,,
60602199,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602219,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602793,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602799,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60602800,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602801,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602802,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60602803,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60602804,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60602805,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60603035,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60603366,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60603515,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60603893,Cavmont Bank, ,Cavmont Bank,Cavmont Bank,,,,,,Very satisfied,,,,,,,,,,,,,,,,
60604174,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,Barclays Bank Zambia Plc,Barclays Bank Zambia Plc,,,,,Dissatisfied,,,,,,,,,,,,,,Satisfied,,,
60605690,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60605691,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60605819,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60605947,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60606204,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)","First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,Satisfied,,,,,,,,Dissatisfied,,,
60606205,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)","Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)",,,,,Very satisfied,,,,,,,,,,,Very satisfied,,,Satisfied,,,
60606294,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60606891,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60606892,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60606893,"Indo-Zambia Bank Limited,Standard Chartered Bank Zambia Plc", ,Standard Chartered Bank Zambia Plc,Standard Chartered Bank Zambia Plc,,,,,,,,,,,,Satisfied,,,,,Satisfied,,,,,
60606894,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60606895,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60606896,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60607037,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607295,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607296,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607297,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60607298,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)", ,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,Very satisfied,,,,,,,,,,,,,,Very satisfied,,,
60607299,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607300,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60607363,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607364,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607365,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60607366,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60607482,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607751,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60607752,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607753,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60607754,"Cavmont Bank,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,Satisfied,,,,,,,,,,,,,Dissatisfied,,,
60607755,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60608386,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60608388,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608389,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608390,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60608391,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60608392,"First National Bank of Zambia Limted (FNB),Standard Chartered Bank Zambia Plc", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,Satisfied,,,,,
60608393,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60608394,"BancABC Zambia Limited,First National Bank of Zambia Limted (FNB)", ,BancABC Zambia Limited,BancABC Zambia Limited,,,Very satisfied,,,,,,,,Very satisfied,,,,,,,,,,,
60608395,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608396,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60608397,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608398,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608400,Indo-Zambia Bank Limited, ,Indo-Zambia Bank Limited,Indo-Zambia Bank Limited,,,,,,,,,,,,Satisfied,,,,,,,,,,
60608401,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60608434,"Barclays Bank Zambia Plc,First Alliance Bank Zambia Limited,First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)",ZANACO (Zambia National Commercial Bank Plc),,,,,Very satisfied,,,,,Satisfied,Satisfied,,,,,,,,Very satisfied,,,
60608645,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60610456,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60610620,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60610939,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,,,
60610940,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611000,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611001,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60611002,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611003,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60611004,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611355,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,Dissatisfied,,,
60611356,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611357,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,Satisfied,,,
60611358,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60611721,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60612536,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60612537,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60612538,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60612539,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60612540,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60612541,Access Bank Zambia Limited, ,Access Bank Zambia Limited,Access Bank Zambia Limited,,Very satisfied,,,,,,,,,,,,,,,,,,,,
60612542,Ecobank Zambia Limited, ,Ecobank Zambia Limited,Ecobank Zambia Limited,,,,,,,,Very satisfied,,,,,,,,,,,,,,
60612959,Standard Chartered Bank Zambia Plc, ,Standard Chartered Bank Zambia Plc,Standard Chartered Bank Zambia Plc,,,,,,,,,,,,,,,,,Satisfied,,,,,
60612960,"Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)","Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)",,,,,,,,,,,,,,,,Satisfied,,,Neither satisfied or dissatisfied,,,
60612961,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60612962,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60613041,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60613042,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60613043,"First National Bank of Zambia Limted (FNB),Other (specify)",NATSAVE,"First National Bank of Zambia Limted (FNB),{0}","First National Bank of Zambia Limted (FNB),{0}",,,,,,,,,,,Satisfied,,,,,,,,,,Satisfied,
60613044,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60613045,"Finance Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,Satisfied,,,,,,,,,,Satisfied,,,
60613046,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60615792,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60616146,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60616147,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60616148,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60616149,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60616847,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60617258,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60617259,"First National Bank of Zambia Limted (FNB),ZANACO (Zambia National Commercial Bank Plc)", ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,Satisfied,,,
60617260,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60617261,"First National Bank of Zambia Limted (FNB),Other (specify)",none,{0},{0},,,,,,,,,,,Very dissatisfied,,,,,,,,,,Satisfied,
60617262,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60617263,"Barclays Bank Zambia Plc,Other (specify)",none,{0},{0},,,,,Dissatisfied,,,,,,,,,,,,,,,,Neither satisfied or dissatisfied,
60617264,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60617265,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Satisfied,,,,,,,,,,,
60617266,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60617267,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60618128,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60618176,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60618441,First National Bank of Zambia Limted (FNB), ,First National Bank of Zambia Limted (FNB),First National Bank of Zambia Limted (FNB),,,,,,,,,,,Very satisfied,,,,,,,,,,,
60618442,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60618443,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60618444,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60618445,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60618446,Investrust Bank Plc, ,Investrust Bank Plc,Investrust Bank Plc,,,,,,,,,,,,,,,Very satisfied,,,,,,,
60618447,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Very satisfied,,,,,,
60618448,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
