SbjNum,Stations Availability in your Area,5FM,Ama,BBC,Chongwe,Christian Voice,Comet 10,Evelyn,Hot,Joy,Kafue,Komboni,Metro,Millennium,Modern voice,One Love,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,United Voice,Unza,Yatsani,BBC,Byta,Chikuni,Choma Maano,Falls,Kariba,Mazabuka,Modern,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Salvation Army,SKY,Sun FM,Vision Maacha,Voice of Kalomo,Young Generation,Zambezi,BBC,Breeze,Chikaya,Chongwe,Feel Free,Isoka,Maria,Mphangwe,Parliament,Parliament,PASME,Petauke Explorers,QFM,Radio 1,Radio 2,Radio 4,Radio Café,Radio Christian Voice,Valley,Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Iwave,Jive,Kokoliko,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Rise FM,Sun,Yar,KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,Bangwela,BBC,K FM,Luapula,Lubuto,Mpika,Nchelenge,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Tuta,Yangeni,BBC,Beats,FCC Solwezi,Kabangabanga,Kasempa,Lumba,Radio Mano,Mwinilunga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,BBC,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,Parliament,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,BBC,Lubula,luswepo,Lutanda,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Walamo,BBC,Isoka,Kwenje,Mpika,Muchinga,Nakonde,Parliament,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC,{0},None,don’t know,{0},None,don’t know
60515243,"KNC,Mkushi,Radio 2,Radio Chrsitian Voice,Serenje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,Available,,,,,Available,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515244,"KNC,Mkushi,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,Available,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515245,"KNC,Mkushi,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,Available,,,,Available,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515246,"KNC,Mkushi,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,Available,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515247,"KNC,Mkushi,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,Available,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515248,"KNC,Mkushi,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,Available,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515348,"5FM,Ama,BBC,Christian Voice,Comet 10,Evelyn,Hot,Joy,Komboni,Metro,Millennium,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,Unza,Yatsani,ZNBC 1,ZNBC 2,ZNBC 4",Strong Signal,Strong Signal,Strong Signal,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,Strong Signal,Strong Signal,Strong Signal,,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,Strong Signal,Strong Signal,,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,
60515349,"5FM,BBC,Christian Voice,Evelyn,Hot,Joy,Kafue,Komboni,Metro,Millennium,One Love,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,United Voice,Unza,Yatsani,ZNBC 1,ZNBC 2,ZNBC 4",Strong Signal,,Strong Signal,,Strong Signal,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,
60515652,"BBC,Phoenix,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,Strong Signal,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515653,"Phoenix,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,ZNBC 1,ZNBC 2,ZNBC 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,Strong Signal,Strong Signal,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Strong Signal,Strong Signal,,,,,,,
60515654,"BBC,Joy,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,Not Available,,,,Not Available,Available,Strong Signal,Strong Signal,Available,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515655,"KNC,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,,,Available,Available,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515656,"Maranatha,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60515728,"BBC,Blue Sky FM,Maranatha,Phoenix,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,Available,,Strong Signal,,,Strong Signal,Strong Signal,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516534,"5FM,Christian Voice,Evelyn,Hot,Joy,Komboni,Millennium,One Love,Parliament,Phoenix,Q FM,Rock FM,Roots,United Voice,Unza",Available,,,,Available,,Available,Available,Available,,Available,,Available,,Available,,Available,Available,,Available,,,,,,Available,Available,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516535,"Christian Voice,Komboni,Phoenix",,,,,Available,,,,,,Available,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516536,"BBC,Christian Voice,Komboni,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Unza",,,Available,,Available,,,,,,Available,,,,,,,Available,,Available,Available,Available,Available,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516537,"Hot,Komboni,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Roots",,,,,,,,Available,,,Available,,,,,,Available,Available,,Available,Available,Available,Available,Available,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516538,"Christian Voice,Hot,Joy,Komboni",,,,,Available,,,Available,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516539,"Ama,Christian Voice,Comet 10,Evelyn,Hot,Joy,Kafue,Metro,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rock FM,Roots,Unza,{0}",,Available,,,Available,Available,Available,Available,Available,Strong Signal,,Available,,,,,Available,Available,,,Available,Available,,Available,,Available,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,
60519020,"Christian Voice,Hot,Phoenix,Radio 1,Radio 2,Rock FM,Unza",,,,,Available,,,Available,,,,,,,,,,Available,,,Available,Available,,,,Available,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60519021,"BBC,Christian Voice,Evelyn,Hot,Metro,Radio 1,Radio 2",,,Available,,Available,,Available,Available,,,,Weak Signal/No Signal,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60519022,"Hot,Komboni,Power,Radio 1,Unza",,,,,,,,Available,,,Available,,,,,,,,Available,,Available,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60519023,"Christian Voice,Evelyn,Hot,Komboni,Phoenix,Radio 1,Radio 2,Unza,ZNBC 1,ZNBC 2",,,,,Available,,Available,Available,,,Available,,,,,,,Available,,,Available,Available,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,
60519024,"5FM,Christian Voice,Evelyn,Hot,Kafue,Komboni,Q FM,Radio 1,Radio 2,Rock FM,United Voice,Unza",Available,,,,Available,,Available,Available,,Weak Signal/No Signal,Available,,,,,,,,,Available,Weak Signal/No Signal,Available,,,,Available,,Weak Signal/No Signal,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524230,"BBC,Chikuni,Choma Maano,Mazabuka,Mosi-0-Tunya,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,Strong Signal,Available,,,Strong Signal,,Strong Signal,,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524231,"BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,SKY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,Weak Signal/No Signal,,,,Strong Signal,,,,,,Strong Signal,Strong Signal,Strong Signal,,,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524419,"5FM,Hot,Joy,Komboni,Phoenix,Q FM,Radio Christian Voice,ZNBC 1,ZNBC 2",Available,,,,,,,Available,Available,,Available,,,,,,,Available,,Available,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,,,,,,,,
60524420,"5FM,Hot,Joy,Pan African,Power,Q FM",Available,,,,,,,Strong Signal,Strong Signal,,,,,,,Available,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524421,"Komboni,Millennium,Power,Radio Christian Voice,Rock FM,Unza",,,,,,,,,,,Strong Signal,,Available,,,,,,Available,,,,,Strong Signal,,Strong Signal,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524422,"Joy,Komboni,Millennium",,,,,,,,,Available,,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60524423,"Komboni,Phoenix",,,,,,,,,,,Available,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60525354,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60525355,"KNC,Maranatha,Radio 1,ZNBC 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,
60525356,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60525357,"KNC,Maranatha,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,
60526753,"Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,ZNBC 1,ZNBC 2,ZNBC 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,Strong Signal,,Strong Signal,,Available,Available,Available,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Available,Available,,,,,,,
60528190,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,Weak Signal/No Signal,Available,Available,,Available,Available,,Available,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528191,"Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,Available,Strong Signal,,,Available,Available,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528192,"Breeze,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,Available,Available,,Strong Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528193,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,Strong Signal,Strong Signal,,Available,Available,,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528194,"Breeze,PASME,Petauke Explorers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528203,Radio 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60528461,Radio 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60529347,"Christian Voice,Hot,Komboni,Phoenix,Unza",,,,,Strong Signal,,,Strong Signal,,,Available,,,,,,,Available,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60529376,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60529579,"BBC,Isoka,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Available,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,
60529580,Kwenje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,
60530085,"BBC,Chikuni,Kariba,Mazabuka,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Voice of Kalomo,Young Generation,ZNBC 1,ZNBC 2,ZNBC 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,Strong Signal,,,Available,Strong Signal,,,,Strong Signal,,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,Strong Signal,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,
60530086,"Mazabuka,ZNBC 1,ZNBC 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,
