SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air,Sent SMS using Internet
60712977,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months
60712978,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60712979,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
60712980,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never
60713030,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Never,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never
60713031,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days
60713032,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday
60713033,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Yesterday,Yesterday
60713034,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Never,Never,Never,Past 12 Months,Yesterday,Yesterday
60713268,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Never,Yesterday
60713269,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Yesterday
60713270,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Never,Past 4 Weeks,Never
60713271,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 12 Months,Past 7 Days
60713272,Never,Yesterday,Past 4 Weeks,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Past 4 Weeks,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 4 Weeks,Never,Never,Past 4 Weeks
60713273,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Past 4 Weeks,Never
60713274,Never,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 7 Days,Never
60713275,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Never,Never,Never,Never
60713276,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Never
60713726,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Never,Never,Yesterday,Never,Past 7 Days,Past 7 Days,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday,Yesterday
60713732,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never
60713733,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60713734,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60713735,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
60713895,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Past 4 Weeks
60713934,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60714232,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never
60715045,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months
60715414,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60716559,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Yesterday,Never
60716616,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 7 Days
60717354,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60719856,Never,Past 12 Months,Never,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
60719857,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Yesterday,Never
60719858,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never
