SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60540123,"M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport 4,Telemundo,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","M-Net Movies Zone,Prime Television,ZNBC TV2,ZNBC TV1,Diamond","Emmanuel TV,M-Net Movies Zone,Prime Television,SuperSport 4,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60540326,"African Magic, Zambezi Magic,BBC World News,Channel O,E! Entertainment,Jim Jam,Nickelodeon","African Magic, Zambezi Magic,African Movie Channel (AMC),BBC World News,Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","E! Entertainment,Nickelodeon,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),BBC World News,Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60540719,"CCTV News,CNN,SuperSport 9,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV2,ZNBC TV1,ZNBC TV1
60540720,"AMC USA,Baby TV,BBC Lifestyle,E Africa,Emmanuel TV,Fox Sports,Muvi TV,Star Bollywood,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,StarTimes Gospel","Animal Planet,Emmanuel TV,Fox Sports,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Star Zone- movies",Animal Planet,Fox Sports,Fox Sports,Star Novela E1
60540721,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Discovery Channel,E! Entertainment,Emmanuel TV,Eva English,Fashion One,Fashion TV,Fox Entertainment,M-Net Movies Action,M-Net Movies Zone,Prime Television,Sony Entertainment,Telemundo,ZNBC TV2,ZNBC TV3","African Magic, Zambezi Magic,SuperSport 1,SuperSport 2,SuperSport 9,Telemundo,ZNBC TV2",ZNBC TV2,Telemundo,"SuperSport 9,ZNBC TV2",ZNBC TV2
60540722,"African Movie Channel (AMC),BBC Lifestyle,Bloomberg,Fox Sports,MTV Base","African Magic, Zambezi Magic,Cartoon network,Emmanuel TV,M-Net Movies Action",M-Net Movies Action,Emmanuel TV,"African Magic, Zambezi Magic,Cartoon network","African Magic, Zambezi Magic"
60540723,"BBC World News,Boomerang,Disney Channel,E Africa,Emmanuel TV,Family TV,Fashion One,Fox Entertainment,Fox Movies,Fox News,M-Net Movies Action,Telemundo,Zee World","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,ZNBC TV2",ZNBC TV2,"SuperSport 3,SuperSport 9","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,ZNBC TV2","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,ZNBC TV2"
60540724,"African Magic, Zambezi Magic,Cartoon network,Euro News (English)","SuperSport 1,SuperSport 9",SuperSport 1,SuperSport 9,SuperSport 1,"SuperSport 1,SuperSport 9"
60540725,"Africa Unite,Al Jazeera,BBC World News,E! Entertainment,Emmanuel TV,M-Net Movies Action,Zuku Entertainment,Zuku Kids,Zuku Life","Kiss,Kiss (KE),Zuku Movies Action,Zuku Movies Family,Zuku Movies Max",Zuku Movies Action,Zuku Movies Action,"Kiss (KE),Zuku Movies Action,Zuku Movies Family","Zuku Movies Action,Zuku Movies Family,Zuku Movies Max"
60540726,"African Movie Channel (AMC),Star Africa 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,StarTimes Bollywood HD,StarTimes SA Music","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1"
60540727,"African Magic, Zambezi Magic,Al Jazeera,AMC Series,AMC USA,Animal Planet,BBC Earth,BBC First,BBC Lifestyle,Cartoon network,E Africa,SuperSport 4,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","BBC World News,SuperSport 1,SuperSport 3,SuperSport 4,SuperSport 9,ZNBC TV2,ZNBC TV3,ZNBC TV1","BBC World News,SuperSport 9,ZNBC TV1","BBC World News,SuperSport 1,ZNBC TV2","BBC World News,ZNBC TV2,ZNBC TV3","BBC World News,SuperSport 1,SuperSport 3,SuperSport 4,SuperSport 9,ZNBC TV2,ZNBC TV3,ZNBC TV1"
60541393,"African Movie Channel (AMC),QTV Zambia","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","E! Entertainment,Telemundo,Zee World,ZNBC TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60541600,"African Magic, Zambezi Magic,Al Jazeera,AMC Series,BBC Lifestyle,BBC World News,Discovery Channel,Discovery Family,Muvi TV,SuperSport 1,SuperSport 6,SuperSport 8,Zee Cinema","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5"
60541872,"Bollywood,Disney Channel,Emmanuel TV,M-Net Movies Zone,Muvi TV,Supersport Blitz,Telemundo","Supersport Blitz,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,Zee World,"Supersport Blitz,Zee World,ZNBC TV2,ZNBC TV1","Supersport Blitz,Zee World,ZNBC TV2,ZNBC TV1"
60541873,Zee World,ZNBC TV1,ZNBC TV1,ZNBC TV1,ZNBC TV1,ZNBC TV1
60541874,"African Magic, Zambezi Magic,ZNBC TV1","African Magic, Zambezi Magic,Zee World,ZNBC TV1",Zee World,Zee World,"African Magic, Zambezi Magic,Zee World,ZNBC TV1","African Magic, Zambezi Magic,Zee World,ZNBC TV1"
60541875,"National Geographic Channel,SuperSport,SuperSport 3,Supersport Blitz,SuperSport Select","BBC World News,National Geographic Channel,SuperSport,SuperSport 3,SuperSport Select,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV1,"BBC World News,SuperSport,ZNBC TV1","BBC World News,National Geographic Channel,SuperSport,SuperSport Select,ZNBC TV2,ZNBC TV1"
60541876,"BBC World News,Disney Channel,Emmanuel TV,Telemundo,ZNBC TV2","BBC World News,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1",Zee World,"Zee World,ZNBC TV1","Emmanuel TV,Zee World,ZNBC TV1","BBC World News,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1"
60541877,"Disney Channel,Emmanuel TV,Jim Jam,Muvi TV,Telemundo,Zee World,ZNBC TV2","African Magic, Zambezi Magic,BBC World News,Disney Channel,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,ZNBC TV1","Disney Channel,ZNBC TV2,ZNBC TV1","Disney Channel,Emmanuel TV,Prime Television,ZNBC TV2,ZNBC TV1","BBC World News,Disney Channel,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1"
60541878,"African Magic, Zambezi Magic,Emmanuel TV,Mobi Tv,Muvi TV,Nat Geo Wild,Prime Television,Supersport Blitz,Telemundo,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Mobi Tv,Nat Geo Wild,Prime Television,Q TV,SuperSport 1,Supersport Blitz,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",SuperSport 1,"SuperSport 1,Supersport Blitz","Emmanuel TV,SuperSport 1,Supersport Blitz","African Magic, Zambezi Magic,Emmanuel TV,Q TV,SuperSport 1,Supersport Blitz,ZNBC TV2,ZNBC TV1"
60541879,"E Africa,Nat Geo Wild,One Gospel,Parliament TV,Prime Television,Q TV,SuperSport,Trace Gospel,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Nat Geo Wild,One Gospel,Prime Television,Zee World,ZNBC TV2,ZNBC TV1",Emmanuel TV,Emmanuel TV,"African Magic, Zambezi Magic,Emmanuel TV,One Gospel","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Nat Geo Wild,One Gospel,Zee World,ZNBC TV1"
60541904,"African Magic, Zambezi Magic,BET,Discovery Family,Fox Movies","MTV Base,Zee World",MTV Base,Zee World,"MTV Base,Zee World","MTV Base,Zee World"
60542679,"African Magic, Zambezi Magic,Fox News,Fox Sports,M-Net Movies Comedy","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3,SuperSport 7"
60543022,"African Magic, Zambezi Magic,CBS TV,E Africa,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,MTV Base,Muvi TV,Nickelodeon,Prime Television,SuperSport Select,Telemundo,Zee World","QTV Zambia,ZNBC TV2,ZNBC TV1",ZNBC TV2,"ZNBC TV2,ZNBC TV1","QTV Zambia,ZNBC TV2,ZNBC TV1","QTV Zambia,ZNBC TV2,ZNBC TV1"
60543023,"BBC Lifestyle,BBC World News,Bollywood,Disney Channel,Disney XD,E Africa,Emmanuel TV,M-Net Movies Action,MTV Base,Nickelodeon,SuperSport 9,Telemundo,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World",Zee World,"African Magic, Zambezi Magic,Disney XD,Zee World","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World"
60543024,"BBC World News,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,QTV Zambia,ZNBC TV2,ZNBC TV1"
60543025,Baby TV,"Prime Television,ZNBC TV2,ZNBC TV3,ZNBC TV1",ZNBC TV2,"Prime Television,ZNBC TV2,ZNBC TV1","Prime Television,ZNBC TV2,ZNBC TV1","Prime Television,ZNBC TV2,ZNBC TV1"
60543026,"African Magic, Zambezi Magic,Al Jazeera,Emmanuel TV,ESPN,M-Net Movies Action +,M-Net Movies Comedy,MTV Base,Parliament TV,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Al Jazeera,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,Sony Max,Zee World,ZNBC TV2,ZNBC TV1",Muvi TV,"Muvi TV,Prime Television","Muvi TV,Prime Television,QTV Zambia","Al Jazeera,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,Sony Max,ZNBC TV1"
60543321,"African Magic, Zambezi Magic,Al Jazeera,B4U Movies,BET,Bollywood,Channel O,Fashion TV,Fox","African Magic, Zambezi Magic,MTV Base",MTV Base,MTV Base,MTV Base,MTV Base
60543322,"African Magic, Zambezi Magic,E! Entertainment,MTV,ZNBC TV2,ZNBC TV3,ZNBC TV1","African Magic, Zambezi Magic,Disney Channel,Zee World,ZNBC TV1",ZNBC TV1,"Disney Channel,Zee World,ZNBC TV1","Disney Channel,Zee World,ZNBC TV1","African Magic, Zambezi Magic,Disney Channel,Zee World,ZNBC TV1"
60543324,,,,,,
60543325,"1 Music,ABN TB,Africa Unite,African Movie Channel (AMC),Al Jazeera,AMC Series,Animal Planet,B4U Movies,Baby TV,Bakadoli,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bloomberg,Bollywood,Boomerang,Capital TV,Cartoon network,CBC TV,Cbeebies,CBS TV,CCTV 9 Documentary,CCTV News,Channel ED,Channel O,Chipata,Citizen TV,City Channel Cable Network TV,Classic Music TV,Classica,CNBC,CNN,Comedy Central,Crime + Investigation,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,EA TV,Ebony Life TV,Emmanuel TV,ESPN,Euro News (English),Eva English,Fashion One,Fashion TV,Fine Living Network,Food Network,Fox Crime,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Fox Sports 2,Fuel TV- Sports channel,FX,Glow TV,Gospel Music TV,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Ignition,Inooro TV,Iroko Play-African Movies,Iroko Plus-African Movies,ITV Choice,Jim Jam,Joy TV,Mindset,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Parliament TV,Prime Television,Q TV,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star One,Star Plus,Star Zone- movies,StarTimes Bollywood HD,StarTimes Dadin Kowa,StarTimes Gospel,StarTimes Music,StarTimes SA Music,StarTimes Soul,Startimes Sports 2,Studio Universal,STV Guide,SuperSport,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telemundo,The Home Channel,TLC Entertainment,Trace Urban,Universal Channel,Vuzu,Vuzu AMP,Zuku Entertainment","1 Music,ABN TB,Africa Unite,African Magic, Zambezi Magic,Al Jazeera,Baby TV,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bollywood,Boomerang,Cartoon network,Channel O,Chipata,CNBC,CNN,Comedy Central,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Eva English,Fashion One,Food Network,Fox Crime,Fox Entertainment,Fox Movies +2,Fox News,Gospel Music TV,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,Joy TV,Mindset,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Prime Television,Q TV,QTV Zambia,SABC,Sony Entertainment,Sony Max,Star Zone- movies,StarTimes Gospel,StarTimes Music,Studio Universal,SuperSport,Telemundo,The Home Channel,TLC Entertainment,Universal Channel,Vuzu,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Cartoon network,Chipata,CNN,E Africa,E! Entertainment,Star Zone- movies,StarTimes Gospel,StarTimes Music,SuperSport,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond"
60543326,"1 Music,ABN TB,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Ahluibayt TV,Al Jazeera,AMC Series,AMC USA,Animal Planet,Baby TV,Bakadoli,BBC Earth,BBC World News,BET International,Bollywood,Boomerang,Cartoon network,CCTV News,Channel O,Channel Ten,Chipata,Classic Music TV,CNN,Comedy Central,Crime + Investigation,Da Vinci Learning,Datah,Discovery Channel,Discovery Family,Discovery IDX,Discovery Science,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Emmanuel TV,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Hossana Tv,Ignition,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Nickelodeon,One Gospel,POP,Press Tv,Prime Television,Q TV,QTV Zambia,Sky News,Sony Entertainment,Sony Max,Star KungFu 1,Star Movies 1,Star Zone- movies,SuperSport,TBN,The Home Channel,Times TV,TLC Entertainment,Trace Gospel,Trace Muzik,Trace Sports Stars,Trace Urban,Travel Channel,True Movies 1,Universal Channel,Vuzu,Zuku Swahili Movies","African Magic, Zambezi Magic,Ahluibayt TV,Al Jazeera,Baby TV,BBC Earth,BBC World News,BET International,Boomerang,Cartoon network,CCTV News,Channel O,Chipata,CNN,Discovery Family,E Africa,E! Entertainment,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,M-Net Movies Action,M-Net Movies Zone,Muvi TV,Nickelodeon,One Gospel,POP,Prime Television,Q TV,QTV Zambia,Sky News,Sony Entertainment,Sony Max,Star KungFu 1,Star Movies 1,Star Zone- movies,SuperSport,TBN,Telemundo,The Home Channel,TLC Entertainment,Trace Sports Stars,Trace Urban,Travel Channel,Universal Channel,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","Al Jazeera,BBC World News,Star KungFu 1,Star Zone- movies,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Al Jazeera,BBC World News,Star KungFu 1,Star Zone- movies,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,M-Net Movies Zone,Muvi TV,One Gospel,Prime Television,Q TV,QTV Zambia,Star KungFu 1,Star Zone- movies,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,M-Net Movies Action,M-Net Movies Zone,Muvi TV,One Gospel,Prime Television,Q TV,QTV Zambia,Star KungFu 1,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
60543327,"1 Music,3 Stones TV,ABN TB,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,BET International,Channel ED,Channel O,Chipata,Citizen TV,CNN,Combo,Comedy Central,Discovery Channel,Discovery Family,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,Eva English,Fox Movies,Fox Movies +2,Fuel TV- Sports channel,Hossana Tv,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Wild,National Geographic Channel,Nick Jr,Q TV,QTV Zambia,SABC,Star Chinese 2,Star Novela E1,Star Novela E3,Star Plus,StarTimes Gospel,TBN,Trace Urban,Vuzu AMP,Zee Cinema,ZNBC TV3,Zuku Zone,Diamond","African Magic, Zambezi Magic,BBC World News,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Star Zone- movies,ZNBC TV2,ZNBC TV1","Star Zone- movies,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,BBC World News,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
60543328,"African Magic, Zambezi Magic,Ahluibayt TV,Al Jazeera,Animal Planet,B4U Movies,BBC Brit,BBC Earth,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bollywood,Boomerang,Capital TV,Cartoon network,CBC TV,Cbeebies,CCTV 9 Documentary,CCTV News,CCTV-4 (Chinese),Channel ED,Channel O,Chipata,Citizen TV,City Channel Cable Network TV,CNN,DW-TV,E Africa,Football Tv,Fox Crime,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Ignition,Iroko Play-African Movies,ITV Choice,Jim Jam,Lifetime,Mindset,M-Net,M-Net City,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,Mobi Tv,MSNBC,MTV,MTV Base,Music,Muvi Combo,Muvi Education,Muvi Muvis,Muvi Nkani,Muvi Novela,Muvi Nyimbo,Muvi Prism Africa,Muvi Yanga,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Nyimbo Channel,One Gospel,Prime Television,Q TV,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Soweto TV,Star Africa 2,Star Bollywood,Star Chinese 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Star Zone- movies,StarTimes Dadin Kowa,StarTimes Gospel,StarTimes Music,StarTimes Soul,Studio Universal,SuperSport,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telly Track,The Home Channel,TLC Entertainment,Trace Sports Stars,Travel Channel,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,ZNBC TV3,Zuku Entertainment","Al Jazeera,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bollywood,Boomerang,Cartoon network,CCTV News,Channel ED,Channel O,Chipata,CNN,DW-TV,E! Entertainment,Emmanuel TV,Fox Crime,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Iroko Play-African Movies,Jim Jam,Lifetime,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi Combo,Muvi TV,Mzansi,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Nyimbo Channel,One Gospel,Prime Television,Q TV,QTV Zambia,SABC,Sony Entertainment,Sony Max,StarTimes Music,StarTimes Soul,Studio Universal,SuperSport,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telemundo,Telly Track,The Home Channel,TLC Entertainment,Trace Sports Stars,Trace Urban,Travel Channel,Universal Channel,VH1 Classic,Vuzu AMP,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Al Jazeera,BBC World News,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Al Jazeera,BBC World News,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","Al Jazeera,BBC World News,M-Net Movies Zone,TBN,Telemundo,Travel Channel,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1"
60543874,Emmanuel TV,"African Magic, Zambezi Magic,Emmanuel TV,Telemundo,Zee World",Zee World,"Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World"
60548541,Africa Unite,"Africa Unite,Al Jazeera,B4U Movies,BET International,Discovery Channel,Fox,M-Net Movies Zone,MTV Base,Nat Geo Wild,Nickelodeon,Prime Television",Nickelodeon,"M-Net Movies Zone,MTV Base,Nickelodeon","B4U Movies,MTV Base,Nickelodeon","Africa Unite,Al Jazeera,B4U Movies,BET International,Discovery Channel,Fox,M-Net Movies Zone,MTV Base,Nat Geo Wild,Nickelodeon,Prime Television"
60549183,"CCTV News,Channel O,Discovery Family,Disney Channel,Disney XD,Emmanuel TV","Al Jazeera,B4U Movies,BET International,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7",SuperSport 3,"B4U Movies,SuperSport 3","B4U Movies,SuperSport 3,SuperSport 7","Al Jazeera,B4U Movies,BET International,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7"
