,E! Entertainment  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,E! Entertainment  Yesterday
72,19:00  -  19:14,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
73,19:15  -  19:29,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
74,19:30  -  19:44,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
75,20:00  -  20:14,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
76,20:45  -  20:59,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
77,19:45  -  19:59,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
78,20:15  -  20:29,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
79,20:30  -  20:44,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
80,19:00  -  19:14,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
81,19:15  -  19:29,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
82,19:30  -  19:44,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
83,20:00  -  20:14,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
84,20:45  -  20:59,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
85,19:45  -  19:59,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
86,20:15  -  20:29,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
87,9:30  -  9:44,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
88,13:00  -  13:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
89,10:15  -  10:29,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
90,12:30  -  12:44,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
91,10:30  -  10:44,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
92,9:45  -  9:59,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
93,11:15  -  11:29,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
94,11:30  -  11:44,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
95,10:00  -  10:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
96,12:45  -  12:59,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
97,11:00  -  11:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
98,8:00  -  8:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
99,8:45  -  8:59,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
100,8:30  -  8:44,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
101,9:15  -  9:29,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
102,10:45  -  10:59,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
103,9:00  -  9:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
104,8:15  -  8:29,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
105,13:15  -  13:29,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
106,20:30  -  20:44,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
107,19:00  -  19:14,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
108,19:15  -  19:29,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
109,19:30  -  19:44,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
110,20:00  -  20:14,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
111,20:45  -  20:59,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
112,19:45  -  19:59,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
113,20:15  -  20:29,60649333,Eastern,Chipata,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
114,20:30  -  20:44,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
115,19:00  -  19:14,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
116,19:15  -  19:29,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
117,19:30  -  19:44,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
118,20:00  -  20:14,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
119,20:45  -  20:59,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
120,19:45  -  19:59,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
121,20:15  -  20:29,60653289,Eastern,Chipata,Urban,Female,1,None,C1,Some university,Roman Catholic,Student,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
122,10:45  -  10:59,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
123,11:00  -  11:14,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
124,10:15  -  10:29,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
125,10:00  -  10:14,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
126,10:30  -  10:44,60664687,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,D,K 850-K 1674,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
127,19:00  -  19:14,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
128,19:15  -  19:29,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
129,19:30  -  19:44,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
130,20:00  -  20:14,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
131,19:45  -  19:59,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
132,23:45  -  23:59,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
133,0:15  -  0:29,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
134,23:00  -  23:14,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
135,23:30  -  23:44,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
136,0:00  -  0:14,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
137,0:45  -  0:59,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
138,0:30  -  0:44,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
139,23:15  -  23:29,60743838,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some university,Others,Student,C2,"K 2,500   -  K 3,154",Yes,15 – 18,"23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,0:15  -  0:29,0:30  -  0:44,0:45  -  0:59"
140,19:00  -  19:14,60772790,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Roman Catholic,Student,Do not know,No Income,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
141,19:15  -  19:29,60772790,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Roman Catholic,Student,Do not know,No Income,Yes,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
